ID,COUNT AREA,MONTH,DAY,YEAR,START TIME,END TIME,OBSERVERS,AWPE,GBHE,GREG,SNEG,BCNH,WTKI,NOHA,RTHA,RSHA,RLHA,SSHA,COHA,AMKE,MERL,PEFA,BBPL,PAGP,AMGP,LEGP,SNPL,SEPL,KILL,BLOY,AMAV,GRYE,LEYE,YELL,WILL,WATA,SPSA,WHIM,LBCU,MAGO,RUTU,BLTU,SURF,REKN,SAND,WESA,LESA,LWSA,BASA,DUNL,PEEP,SBDO,LBDO,DOSP,COSN,RNPH,REPH,PHAL,FEHA,OSPR,NOTES & OTHER SPECIES,PROOFED,ENTERED BY,WIPH,BAEA,SSCOHA,GOEA,SEOW,GRHE,AMBI,PESA,SESA,RUFF
757,GIA,11,18,1996,1330,1345,TANIS WALTERS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
758,INV,11,18,1996,1415,1450,DAVE SCHURR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,56,0,0,0,0,48,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
759,LAW,11,18,1996,1500,1515,RICH STALLCUP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,210,4,0,0,0,0,8,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,5,7,0,0,230,0,0,0,0,16,0,0,0,0,0,,,,,,,,,,,,,
760,MMG,11,18,1996,1415,1430,"ELLEN SABINE,TANIS WALTERS",0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,1,0,0,12,0,0,0,0,13,0,1,0,0,0,12,114,0,0,65,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
761,TPT,11,18,1996,1415,1515,"A.SPENCER,C.KUELPER,J.THIESSEN,LE",0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,98,278,110,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
762,WCD,11,18,1996,1415,1500,"C.SCOTT,E.BLUSTEIN,K.FEHRING",8,2,5,3,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,16,0,9,0,0,225,15,80,262,0,2160,0,0,0,0,1,0,0,0,0,0,5 BRPE,,,,,,,,,,,,
763,WPT,11,18,1996,1415,1515,JULES EVENS,0,1,2,0,0,3,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
764,BIV,12,16,1996,1230,1300,DAVE SCHURR,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,225,25,0,0,200,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
765,BRB,12,16,1996,1230,1400,"BISHOP,TEMKO,BLUSTEIN,SCOTT",9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,139,0,0,0,0,92,0,31,0,0,221,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
766,CGP,12,16,1996,1230,1330,VAN,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,14,0,0,28,18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
767,GIA,12,16,1996,1200,1210,TANIS WALTERS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
768,INV,12,16,1996,1230,1330,KATIE FEHRING,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58,0,0,0,0,44,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
769,LAW,12,16,1996,1230,1400,"BISHOP,TEMKO,BLUSTEIN,SCOTT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
770,MMG,12,16,1996,1230,1345,TANIS WALTERS,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,6,0,0,0,2,0,0,30,0,0,0,1,4,0,36,0,0,1,26,58,0,0,42,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
771,TPT,12,16,1996,1230,1325,"FLETCHERS,SPENCER,KUELPER,EDMONDSON",0,0,1,2,0,0,2,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,40,0,2,0,0,71,316,32,0,0,12,0,0,0,15,0,0,0,0,0,1,1 AMPI,,,,,,,,,,,,
772,WCD,12,16,1996,1230,1330,RICH STALLCUP,0,2,7,3,0,0,0,1,0,0,0,0,0,1,1,72,0,0,0,0,14,1,0,0,5,0,0,66,0,0,0,0,208,0,10,0,0,550,1400,40,0,0,1050,0,0,0,2,0,0,0,0,0,1,1 PRFA,,,,,,,,,,,,
773,WHG,12,16,1996,1230,1330,KATIE FEHRING,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
774,WPT,12,16,1996,1230,1300,"RIGDON CURRIE, SARAH ALLEN",0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,9,32,0,0,0,0,6,0,0,0,0,0,1,88,0,0,47,0,0,0,98,0,0,0,0,0,0,,,,,,,,,,,,,
775,BIV,1,29,1997,1300,1350,TERRY NORDBYE,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,13,0,0,0,0,0,9,14,0,0,0,0,39,0,0,0,0,0,81,7,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
776,BRB,1,29,1997,1300,1430,"BISHOP, TEMKO, WAYNE THOMPSON",0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,743,0,0,0,0,112,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
777,CGP,1,29,1997,1300,1430,"J.THIESSEN, B.VAN SCHAICK",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
778,GIA,1,29,1997,1300,1350,TERRY NORDBYE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
779,LAW,1,29,1997,1435,1500,"BISHOP,TEMKO, WAYNE THOMPSON",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
780,MMG,1,29,1997,1300,1430,"LEW EDMONDSON,TERRY HORRIGAN",0,2,4,2,0,0,0,2,0,0,0,0,2,0,0,7,0,0,0,0,6,0,0,0,0,0,0,3,0,2,0,0,0,0,55,0,0,103,12,5,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
781,TPT,1,29,1997,1300,1410,"G&V FLETCHER, ANNE SPENCER",0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,21,21,30,0,0,441,400,0,0,0,0,0,0,0,40,0,0,0,0,0,0,,,,,,,,,,,,,
782,WCD,1,29,1997,1300,1335,"JOHN KELLY, KATIE FEHRING",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,480,0,3,0,0,450,330,0,0,0,31,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
783,WPT,1,29,1997,1255,1350,DAN FROEHLICH,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,209,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
784,BIV,2,11,1997,1230,1330,"BOB BAEZ,SARAH ALLEN,CRAIG SCOTT",0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,33,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
785,BRB,2,11,1997,1238,1310,"E.BLUSTEIN,G.BISHOP, R. STALLCUP",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,700,0,0,0,0,62,350,12,0,0,250,0,0,0,0,0,0,0,0,0,0,36 FOTE; 35 BRAN,,,,,,,,,,,,
786,CGP,2,11,1997,1230,1330,HUGH & NORA BAIN,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
787,GIA,2,11,1997,1330,1350,BOB BAEZ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,,,,,,,,,,,,,
788,INV,2,11,1997,1315,1400,"JUDY TEMKO, TERRY HORRIGAN",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
789,LAW,2,11,1997,1310,1330,"E. BLUSTEIN,G. BISHOP,R. STALLCUP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,9,0,0,0,0,0,16,0,0,0,0,54,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
790,MMG,2,11,1997,1230,1400,"ELLEN SABINE, LYNNETTE KAHN",0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
791,TPT,2,11,1997,1230,1400,"G&V FLETCHER,A. SPENCER,J.THIESSEN",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,147,0,5,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
792,WCD,2,11,1997,1230,1300,JOHN KELLY,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,385,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
793,WHG,2,11,1997,1230,1245,"JUDY TEMKO, TERRY HORRIGAN",0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90 BRAN,,,,,,,,,,,,
794,WPT,2,11,1997,1230,1330,JULES EVENS,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,98,0,0,0,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
795,BIV,2,25,1997,1030,1047,"BAEZ,THIESSEN,W. THOMPSON",0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
796,BRB,2,25,1997,1030,1130,"BISHOP,TEMKO,STALLCUP,BLUSTEIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,2,0,0,0,0,0,135,0,0,0,0,654,0,0,0,0,34,215,26,0,0,160,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
797,CGP,2,25,1997,1030,1200,HUGH & NORA BAIN,0,1,0,1,0,0,2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
798,GIA,2,25,1997,1052,1107,BOB BAEZ,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,,,,,,,,,,,,,
799,INV,2,25,1997,1130,1145,BILL VAN SCHAICK,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
800,LAW,2,25,1997,1030,1130,"BISHOP, TEMKO,STALLCUP, BLUSTEIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
801,MMG,2,25,1997,1030,1200,"TERRY HORRIGAN, LYNNETTE KAHN",0,0,3,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,21,0,0,0,0,7,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
802,TPT,2,25,1997,1100,1130,"JOHN KELLY, RIGDON CURRY",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,67,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20 LESA/WESA/DUNL;PARTIAL COUNT FROM WCD--TPT GATE LOCKED,,,,,,,,,,,,
803,WCD,2,25,1997,1030,1200,"JOHN KELLY,RIGDON CURRY",0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,230,9,0,0,0,585,230,0,0,0,300,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
804,WHG,2,25,1997,1015,1045,BILL VAN SCHAICK,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
805,WPT,2,25,1997,1028,1130,JULES EVENS,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,3,205,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
806,BIV,4,23,1997,1145,1215,"R. KIRSCHMAN, S. ALLEN",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
807,BRB,4,23,1997,1145,1245,"DIANE WILLIAMS, GAY BISHOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,8,0,0,0,0,0,0,450,0,0,0,0,1500,0,0,0,0,1395,2017,6,0,0,1770,0,0,0,340,0,0,0,0,0,0,,,,,,,,,,,,,
808,CGP,4,23,1997,1145,1300,"LEW EDMONDSON, CAROL KUELPER",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,,,,,,,,,,,,,
809,INV,4,23,1997,1235,1300,BILL VAN SCHAICK,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
810,LAW,4,23,1997,1250,1310,"DIANE WILLIAMS, GAY BISHOP",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
811,MMG,4,23,1997,1145,1315,"ELLEN SABINE, LYNNETTE KAHN",0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,12,0,0,0,0,3,0,335,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
812,TPT,4,23,1997,1150,1255,"G&V FLETCHER, ANNE SPENCER",0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,,,,,,,,,,,,,
813,WCD,4,23,1997,1145,1210,"TERRY&RICH HORRIGAN, PIPPA SHEPPARD",0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,15,2,68,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
814,WHG,4,23,1997,1145,1200,BILL VAN SCHAICK,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,300,0,0,0,0,2,220,162,0,0,0,0,0,0,360,0,0,0,0,0,0,,,,,,,,,,,,,
815,WPT,4,23,1997,1145,1215,JOHN KELLY,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,64,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,,,,,,,,,,,,,
816,BIV,9,3,1997,1100,1155,"TERRY NORDBYE, RICHARD KIRSCHMANN",5,1,5,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,441,63,380,0,0,0,0,0,4,0,34,0,0,0,0,,,,,,,,,,,,,
817,BRB,9,3,1997,1100,1200,"JUDY TEMKO, CRAIG SCOTT",0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,1,0,0,0,0,0,0,49,0,0,1,0,409,0,0,0,0,647,20,0,0,0,0,0,0,0,4,0,1,0,0,0,0,,,,,,,,,,,,,
818,CGP,9,3,1997,1100,1230,NORAH AND HUGH BAIN,0,2,2,1,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,15,0,2,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,,,,,,,,,,,,,
819,GIA,9,3,1997,1030,1035,TANIS WALTERS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EARLY RAIN SO PONDS PRESENT-HAVE BEEN YELL AND KILL BUT NOT TODAY,,,,,,,,,,,,
820,INV,9,3,1997,1145,1245,RIGDON CURRIE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
821,LAW,9,3,1997,1200,1230,"JUDY TEMKO, CRAIG SCOTT",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOTS OF COWS AND PEOPLE CAMPING ON MEADOW,,,,,,,,,,,,
822,MMG,9,3,1997,1100,1215,TANIS WALTERS,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,13,42,0,0,0,0,0,0,0,14,0,0,0,0,1 LBHE,,,,,,,,,,,,
823,TPT,9,3,1997,1100,1215,"G&V FLETCHER, ANNE SPENCER",0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,203,0,0,0,0,255,0,24,0,0,180,2,5,0,0,0,0,0,0,0,0,50,0,0,0,0,4 DCCO; 1 BRPE; 3 PALO,,,,,,,,,,,,
824,WCD,9,3,1997,1100,1225,JOHN KELLY,33,1,8,22,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,20,0,0,0,0,0,0,375,0,0,0,1,450,0,0,0,0,48,800,400,0,0,0,0,0,0,31,0,49,0,0,0,0,1215 MERL CAPTURED RNPH EFFORTLESSLY,,,,,,,,,,,,
825,WHG,9,3,1997,1115,1130,RIGDON CURRIE,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
826,WPT,9,3,1997,1100,1200,JULES EVENS,0,1,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,8,0,0,0,0,1,0,0,0,0,54,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,,,,,,,,,,,,,
827,BIV,11,20,1997,1110,1215,"B. BAEZ, D. FROELICHE",0,1,5,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,104,0,0,0,0,72,0,0,0,0,76,200,0,170,0,575,0,0,0,38,0,0,0,0,0,1,,,,,,,,,,,,,
828,BRB,11,20,1997,1115,1200,"E. BLUSTEIN, R. STALLCUP",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,530,0,0,0,0,131,1,24,0,0,23,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
829,CGP,11,20,1997,1115,1245,"H. & N. BAIN, T. HARRIGAN",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,42,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
830,GIA,11,20,1997,1030,1038,T. WALTERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
831,INV,11,20,1997,1150,1200,J. KELLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
832,LAW,11,20,1997,1200,1230,"E. BLUSTEIN, R. STALLCUP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
833,MMG,11,20,1997,1115,1225,"T. WALTERS, L. KAHN",0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,3,0,0,13,0,7,0,0,21,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
834,TPT,11,20,1997,1110,1210,"G. FLETCHER, A. SPENCER, R. CURRIE",0,1,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,115,0,0,0,0,48,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
835,WCD,11,20,1997,1115,1230,"D. SCHURR, D. WILLIAMS, G. BISHOP",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,1,0,0,528,0,0,0,0,560,0,93,0,0,344,414,161,0,0,387,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
836,WHG,11,20,1997,1115,1120,J. KELLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
837,WPT,11,20,1997,1115,1215,J. EVENS,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,9,0,0,31,0,0,0,0,29,0,0,0,0,6,0,0,0,0,5,0,0,0,74,0,0,0,0,0,0,,,,,,,,,,,,,
838,BIV,12,5,1997,1025,1130,"B. BAEZ, D.SCHUR, S. ALLEN",0,0,3,5,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,0,4,2,0,0,0,0,31,0,0,0,0,30,350,150,0,0,430,0,0,0,49,0,0,0,0,1,1,TWO HUNTERS SHOOTING ON LEVEE DURING THE SURVEY,,,,,,,,,,,,
839,BRB,12,5,1997,1015,1055,"G. BISHOP, J. TEMKO, D. WILLIAMS",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,90,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
840,CGP,12,5,1997,1015,1145,H. & N. BAIN,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
841,GIA,12,5,1997,930,945,T. WALTERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,,,,,,,,,,,,,
842,INV,12,5,1997,1100,1115,J. KELLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
